 ,Label,Area,Mean,StdDev,Mode,Min,Max,Perim.,Median
530,GFP_D27_CR_P3.tif:Background,29848,11.286,1.648,11,5,18,692,11
531,GFP_D27_MET+CR_P1.tif:0476-0686,2719,20.388,5.109,22,8,40,373.649,20
532,GFP_D27_MET+CR_P1.tif:Background,6624,11.953,1.665,12,7,18,328,12
533,GFP_D27_MET+NMN+CR_P3.tif:0351-0358,3697,16.14,3.973,13,8,31,503.704,15
534,GFP_D27_MET+NMN+CR_P3.tif:0617-0914,4448,17.118,3.717,16,7,34,546.484,17
535,GFP_D27_MET+NMN+CR_P3.tif:0699-1094,3545,17.318,3.158,17,8,31,525.708,17
536,GFP_D27_MET+NMN+CR_P3.tif:Background,215124,11.799,1.7,12,4,33,1910,12
537,GFP_D27_MET+NMN+CR_P4.tif:0556-0685,4567,19.042,6.387,15,7,47,613.66,18
538,GFP_D27_MET+NMN+CR_P4.tif:Background,22184,11.46,1.643,11,5,22,612,11
539,GFP_D27_MET+NMN+CR_P5.tif:0484-0226,3484,14.8,2.824,15,7,26,552.075,15
540,GFP_D27_MET+NMN+CR_P5.tif:0622-0860,4053,18.295,4.024,18,7,34,545.185,18
541,GFP_D27_MET+NMN+CR_P5.tif:0337-1085,3073,16.138,2.861,15,8,28,504.323,16
542,GFP_D27_MET+NMN+CR_P5.tif:0799-1134,3870,15.637,3.203,15,7,30,525.607,15
543,GFP_D27_MET+NMN+CR_P5.tif:Background,343650,10.833,1.711,11,3,103,2530,11
544,GFP_D27_MET+NMN_P1.tif:0264-0420,4711,94.673,6.832,96,75,133,603.762,94
545,GFP_D27_MET+NMN_P1.tif:0773-0915,4302,97.813,7.628,96,77,145,533.395,98
546,GFP_D27_MET+NMN_P1.tif:Background,232674,90.308,4.63,90,70,183,2110,90
547,GFP_D27_MET_P1.tif:0487-0588,5069,73.84,5.735,73,57,94,635.784,74
548,GFP_D27_MET_P1.tif:Background,19630,66.645,3.218,66,55,79,734,67
549,GFP_D27_MET_P2.tif:0491-0697,4070,70.902,6.331,70,52,96,589.344,70
550,GFP_D27_MET_P2.tif:Background,16576,64.645,3.177,65,53,76,646,65
551,GFP_D27_NMN+CR_P1_1.tif:0450-0551,3888,17.829,3.851,16,9,38,574.848,17
552,GFP_D27_NMN+CR_P1_1.tif:Background,28884,12.486,1.694,12,6,20,730,12
553,GFP_D27_NMN+CR_P1_2.tif:0451-0690,4165,19.824,3.969,20,8,38,548.671,20
554,GFP_D27_NMN+CR_P1_2.tif:Background,28122,13.269,1.723,13,6,29,734,13
555,GFP_D27_NMN+CR_P2.tif:0702-0368,3234,15.979,3.615,15,7,35,486.383,16
556,GFP_D27_NMN+CR_P2.tif:0273-0632,3894,16.815,4.961,15,8,48,488.167,16
557,GFP_D27_NMN+CR_P2.tif:0488-1139,3443,16.558,4.189,15,8,40,476.745,16
558,GFP_D27_NMN+CR_P2.tif:Background,177384,11.884,1.748,12,5,100,2012,12
559,GFP_D27_NMN+CR_P4.tif:0445-0638,3363,17.497,4.099,15,7,38,487.355,17
560,GFP_D27_NMN+CR_P4.tif:Background,31244,11.931,1.725,12,6,77,720,12
561,GFP_D27_NMN_P5.tif:0539-0702,4601,91.104,6.91,89,72,126,571.792,90
562,GFP_D27_NMN_P5.tif:Background,19584,84.674,3.705,84,69,98,560,85
563,GFP_D29_CR_P3.tif:0512-0663,3273,34.74,5.12,35,21,50,476.785,35
564,GFP_D29_CR_P3.tif:Background,20424,25.414,2.17,25,16,43,628,25
565,GFP_D29_MET+NMN+CR_P3.tif:0313-0331,3932,30.307,5.745,28,18,53,595.883,29
566,GFP_D29_MET+NMN+CR_P3.tif:0853-0481,3737,31.437,5.473,30,18,52,563.004,31
567,GFP_D29_MET+NMN+CR_P3.tif:0732-0990,3819,32.574,5.905,32,18,67,533.321,32
568,GFP_D29_MET+NMN+CR_P3.tif:0209-1116,3713,29.667,4.294,29,18,49,479.253,29
569,GFP_D29_MET+NMN+CR_P3.tif:Background,232960,23.14,2.218,23,14,82,2528,23
570,GFP_D29_MET+NMN+CR_P5.tif:0298-0274,3474,29.255,4.381,27,17,50,595.495,29
571,GFP_D29_MET+NMN+CR_P5.tif:0576-0247,3798,29.755,5.315,29,16,64,578.521,29
572,GFP_D29_MET+NMN+CR_P5.tif:0288-0555,4062,28.578,4.022,28,16,44,544.601,28
573,GFP_D29_MET+NMN+CR_P5.tif:0481-0727,4051,30.229,5.07,28,17,97,555.697,30
574,GFP_D29_MET+NMN+CR_P5.tif:0906-0613,3374,28.721,4.651,27,19,52,489.908,28
575,GFP_D29_MET+NMN+CR_P5.tif:0193-1033,4483,29.402,4.926,28,16,52,579.136,29
576,GFP_D29_MET+NMN+CR_P5.tif:0648-1199,4189,34.967,7.11,34,18,68,544.734,34
577,GFP_D29_MET+NMN+CR_P5.tif:Background,144576,22.235,2.14,22,12,59,2296,22
578,GFP_D29_MET+NMN_P1.tif:0486-0671,4813,80.593,6.128,82,60,108,581.068,80
579,GFP_D29_MET+NMN_P1.tif:Background,21156,72.212,3.255,72,60,84,680,72
580,GFP_D29_MET_P2.tif:0540-0744,5071,67.057,10.013,64,50,181,511.823,65
581,GFP_D29_MET_P2.tif:Background,17444,60.776,3.111,60,49,72,552,61
582,GFP_D29_NMN+CR_P1.tif:0550-0698,4428,29.407,5.042,26,16,54,607.16,29
583,GFP_D29_NMN+CR_P1.tif:Background,39116,22.05,2.096,22,14,32,816,22
584,GFP_D29_NMN+CR_P2.tif:0335-0462,3688,32.595,6.824,30,17,60,590.201,32
585,GFP_D29_NMN+CR_P2.tif:0807-0421,2964,31.957,5.84,31,18,54,414.093,31
586,GFP_D29_NMN+CR_P2.tif:0323-1055,5450,29.302,6.36,26,17,60,602.435,27
587,GFP_D29_NMN+CR_P2.tif:0693-0827,3349,31.744,5.476,31,19,55,517.063,31
588,GFP_D29_NMN+CR_P2.tif:Background,125000,23.035,2.231,23,14,39,1500,23
589,GFP_D29_NMN_P5.tif:0534-0713,3601,83.725,10.49,81,65,138,455.396,81
590,GFP_D29_NMN_P5.tif:Background,24624,72.37,3.542,72,57,86,672,72
591,GFP_D31_MET+NMN+CR_P3.tif:0153-0208,3831,28.354,3.6,28,17,41,564.546,28
592,GFP_D31_MET+NMN+CR_P3.tif:0149-0223,3540,28.358,3.717,29,17,45,501.28,28
593,GFP_D31_MET+NMN+CR_P3.tif:0584-0367,4118,28.185,3.623,27,17,45,495.774,28
594,GFP_D31_MET+NMN+CR_P3.tif:0601-0670,4866,30.515,4.752,30,20,52,607.841,30
595,GFP_D31_MET+NMN+CR_P3.tif:0910-1065,3961,29.655,4.594,29,18,143,518.599,29
596,GFP_D31_MET+NMN+CR_P3.tif:0565-1207,4121,29.85,4.319,29,18,46,559.239,30
597,GFP_D31_MET+NMN+CR_P3.tif:Background,263976,24.159,2.25,24,14,127,2996,24
598,GFP_D31_MET+NMN+CR_P5.tif:0167-0411,4535,26.065,3.543,26,16,40,604.31,26
599,GFP_D31_MET+NMN+CR_P5.tif:0376-0269,4714,25.146,3.667,23,14,39,622.018,25
600,GFP_D31_MET+NMN+CR_P5.tif:0870-0460,3844,25.939,3.726,26,17,44,532.028,26
601,GFP_D31_MET+NMN+CR_P5.tif:0877-1112,4647,30.301,4.895,30,17,53,607.008,30
602,GFP_D31_MET+NMN+CR_P5.tif:Background,112476,21.854,2.164,22,12,55,2390,22
603,GFP_D31_NMN+CR_P1.tif:0515-0672,4254,29.066,4.862,27,17,52,628.423,29
604,GFP_D31_NMN+CR_P1.tif:Background,31356,22.66,2.151,23,15,107,960,23
605,GFP_D31_NMN+CR_P2.tif:0121-0641,3859,30.287,5.056,30,15,54,603.058,30
606,GFP_D31_NMN+CR_P2.tif:0509-0537,2886,27.814,3.767,27,18,43,515.182,27
607,GFP_D31_NMN+CR_P2.tif:0925-0595,2767,26.691,4.25,27,15,43,463.954,26
608,GFP_D31_NMN+CR_P2.tif:0835-0882,3790,27.654,4.824,26,16,50,506.257,27
609,GFP_D31_NMN+CR_P2.tif:Background,125580,22.729,2.223,23,14,97,1744,23
610,GFP_D31_NMN_P5.tif:0569-0651,2789,103.987,8.652,101,82,138,438.335,103
611,GFP_D31_NMN_P5.tif:Background,11102,95.544,4.618,95,78,118,486,95
612,GFP_D33_MET+NMN+CR_P3.tif:0543-0142,3499,17.831,3.439,18,9,32,574.463,18
613,GFP_D33_MET+NMN+CR_P3.tif:0541-0895,3883,19.305,3.779,18,8,35,531.847,19
614,GFP_D33_MET+NMN+CR_P3.tif:0559-1050,4251,18.634,3.807,18,8,35,542.869,18
615,GFP_D33_MET+NMN+CR_P3.tif:0161-0736,4573,19.461,3.846,18,8,35,614.275,19
616,GFP_D33_MET+NMN+CR_P3.tif:0921-1133,3517,18.885,4.245,18,10,39,586.002,18
617,GFP_D33_MET+NMN+CR_P3.tif:Background,209984,12.997,1.742,13,6,29,2088,13
618,GFP_D33_MET+NMN+CR_P5.tif:0539-0293,3699,16.572,3.096,16,7,32,521.266,16
619,GFP_D33_MET+NMN+CR_P5.tif:0383-1122,4142,18.947,3.508,20,10,35,596.997,19
620,GFP_D33_MET+NMN+CR_P5.tif:0655-1030,3581,19.403,3.567,19,9,38,553.946,19
621,GFP_D33_MET+NMN+CR_P5.tif:Background,123623,12.656,1.757,13,6,28,1728,13
622,GFP_D33_NMN+CR_P1.tif:0549-0705,4007,21.547,4.55,20,10,43,589.838,21
623,GFP_D33_NMN+CR_P1.tif:Background,31900,13.842,1.751,14,7,22,782,14
624,GFP_D33_NMN+CR_P2.tif:0463-0522,3817,20.732,4.879,17,9,42,550.201,20
625,GFP_D33_NMN+CR_P2.tif:0623-0820,3066,19.65,3.982,18,9,36,433.569,19
626,GFP_D33_NMN+CR_P2.tif:Background,39861,13.487,1.767,13,5,50,876,13
627,GFP_D33_NMN_P5.tif:0489-0765,4218,41.978,6.392,42,29,76,526.112,41
628,GFP_D33_NMN_P5.tif:Background,26040,35.843,2.479,36,24,46,706,36
629,GFP_D35_MET+NMN+CR_P3.tif:0236-0359,4094,37.754,6.549,37,21,68,603.129,37
630,GFP_D35_MET+NMN+CR_P3.tif:0396-0722,3985,39.307,5.883,36,23,64,498.032,39
631,GFP_D35_MET+NMN+CR_P3.tif:0808-0360,3829,36.253,5.569,35,22,56,512.316,36
632,GFP_D35_MET+NMN+CR_P3.tif:0798-1038,4572,39.25,6.006,40,25,62,599.888,39
633,GFP_D35_MET+NMN+CR_P3.tif:Background,152256,30.125,2.412,30,20,55,2030,30
634,GFP_D35_MET+NMN+CR_P5.tif:0297-0394,4169,31.937,5.01,31,20,52,509.154,31
635,GFP_D35_MET+NMN+CR_P5.tif:0410-0837,4227,36.738,5.773,38,21,64,571.439,37
636,GFP_D35_MET+NMN+CR_P5.tif:Background,95880,26.449,2.262,26,16,37,1682,26
637,GFP_D35_NMN+CR_P2.tif:0397-0689,4219,32.998,5.26,33,20,55,534.636,33
638,GFP_D35_NMN+CR_P2.tif:Background,24990,25.79,2.183,26,18,35,706,26
639,GFP_D37_MET+NMN+CR_P3.tif:0614-0639,3772,14.171,3.073,13,6,27,512.487,14
640,GFP_D37_MET+NMN+CR_P3.tif:0366-0927,4026,15.209,3.605,14,6,34,601.145,15
641,GFP_D37_MET+NMN+CR_P3.tif:Background,88452,10.762,1.659,11,4,79,1416,11
642,GFP_D37_MET+NMN+CR_P5.tif:0523-0692,4586,16.653,3.735,17,7,32,578.718,16
643,GFP_D37_MET+NMN+CR_P5.tif:Background,41273,11.563,1.664,12,3,21,852,12
644,GFP_D6_Con_P1.tif:0660-0525,5081,53.137,4.23,53,37,66,643.437,53
645,GFP_D6_Con_P1.tif:0437-0742,5363,54.684,4.308,55,41,69,705.835,55
646,GFP_D6_Con_P1.tif:Background,70906,46.86,3.028,47,35,121,1070,47
647,GFP_D6_Con_P2.tif:0356-0763,3795,6.96,1.454,7,2,12,554,7
648,GFP_D6_Con_P2.tif:0916-0660,3839,6.566,1.464,6,1,12,547.726,7
649,GFP_D6_Con_P2.tif:Background,105728,6.027,1.435,6,0,51,1392,6
650,GFP_D6_Con_P3.tif:0640-0423,4742,66.001,4.411,66,51,83,629.542,66
651,GFP_D6_Con_P3.tif:0454-0614,6047,68.433,5.036,68,52,84,699.417,69
652,GFP_D6_Con_P3.tif:0575-1213,4419,68.247,4.551,67,53,85,612.951,68
653,GFP_D6_Con_P3.tif:Background,137549,59.401,4.269,59,43,85,1572,59
654,GFP_D6_Con_P4.tif:0282-0312,5931,53.482,4.203,54,40,65,711.328,54
655,GFP_D6_Con_P4.tif:0680-0329,4861,51.39,3.983,53,37,62,628.475,52
656,GFP_D6_Con_P4.tif:Background,54479,46.505,3.103,46,34,59,1008,46
657,GFP_D6_Con_P5.tif:0962-0383,3959,66.458,4.93,66,52,83,586.504,66
658,GFP_D6_Con_P5.tif:0218-0440,5003,70.468,5.642,72,54,88,625.038,71
659,GFP_D6_Con_P5.tif:0376-0586,4901,71.797,5.132,72,54,89,621.563,72
660,GFP_D6_Con_P5.tif:0283-1003,4657,74.418,5.276,76,57,93,630.068,74
661,GFP_D6_Con_P5.tif:0324-1255,4186,70.639,5.163,72,53,87,623.99,71
662,GFP_D6_Con_P5.tif:Background,213072,62.487,3.978,63,46,107,2594,63
663,GFP_D6_CR_P1.tif:0632-0296,2441,7.368,1.567,7,2,13,457.116,7
664,GFP_D6_CR_P1.tif:0633-0741,3473,7.647,1.585,8,1,14,525.28,8
665,GFP_D6_CR_P1.tif:0242-0671,3404,7.715,1.603,8,3,14,527.341,8
666,GFP_D6_CR_P1.tif:0287-0990,3635,7.674,1.546,8,2,14,503.722,8
667,GFP_D6_CR_P1.tif:Background,105938,6.791,1.469,7,1,64,1638,7
668,GFP_D6_CR_P2.tif:0118-0390,3732,27.61,2.994,28,18,37,556.253,28
669,GFP_D6_CR_P2.tif:0595-0302,3706,27.377,3.171,27,17,42,566.5,27
670,GFP_D6_CR_P2.tif:0886-1018,3505,29.089,3.291,28,17,67,559.522,29
671,GFP_D6_CR_P2.tif:Background,191580,24.801,2.195,25,15,39,1856,25
672,GFP_D6_CR_P3.tif:0535-0436,3298,28.828,2.985,29,19,39,523.608,29
673,GFP_D6_CR_P3.tif:0853-0812,2964,29.523,2.994,29,21,41,485.797,29
674,GFP_D6_CR_P3.tif:Background,57517,25.691,2.304,26,16,37,1244,26
675,GFP_D6_CR_P4.tif:0310-0443,3393,6.135,1.506,6,2,12,540.097,6
676,GFP_D6_CR_P4.tif:0936-0684,3333,6.054,1.492,6,1,15,484.026,6
677,GFP_D6_CR_P4.tif:Background,205580,5.357,1.387,5,0,37,1842,5
678,GFP_D6_CR_P5.tif:0423-0371,2756,21.831,2.75,21,14,34,505.934,22
679,GFP_D6_CR_P5.tif:Background,24722,18.75,2.12,18,11,80,714,19
680,GFP_D6_CR_P5.tif:0635-0580,2734,23.34,3.162,22,14,39,446.706,23
681,GFP_D6_CR_P5.tif:0344-1105,3780,23.341,2.744,23,15,33,521.561,23
682,GFP_D6_CR_P5.tif:Background,122615,20.489,1.991,20,12,31,1728,20
683,GFP_D6_MET+CR_P1.tif:0269-0380,3310,25.575,2.954,26,16,38,501.553,26
684,GFP_D6_MET+CR_P1.tif:0791-0984,2982,24.598,3.007,24,17,37,520.476,24
685,GFP_D6_MET+CR_P1.tif:Background,362208,21.481,2.111,21,11,80,2422,21
686,GFP_D6_MET+CR_P2.tif:0641-0335,2409,28.914,3.085,29,20,41,408.174,29
687,GFP_D6_MET+CR_P2.tif:0411-0694,2244,29.258,2.746,30,19,41,427.932,29
688,GFP_D6_MET+CR_P2.tif:0600-0963,2635,30.939,3.487,30,21,44,408.289,31
689,GFP_D6_MET+CR_P2.tif:Background,112575,26.459,2.253,26,17,43,1424,26
690,GFP_D6_MET+CR_P3.tif:0544-0544,3270,23.087,2.753,22,16,32,498.785,23
691,GFP_D6_MET+CR_P3.tif:0512-0829,3482,24.423,3.322,24,15,42,595.31,24
692,GFP_D6_MET+CR_P3.tif:Background,56994,20.416,2.03,20,13,30,1102,20
693,GFP_D6_MET+CR_P4.tif:0268-0170,3731,21.261,2.699,21,14,32,560.56,21
694,GFP_D6_MET+CR_P4.tif:0806-0878,3329,21.868,2.857,21,14,33,528.948,22
695,GFP_D6_MET+CR_P4.tif:Background,232596,18.542,2.034,19,10,30,2206,19
696,GFP_D6_MET+CR_P5.tif:0383-0547,2559,22.355,3.13,21,13,33,416.584,22
697,GFP_D6_MET+CR_P5.tif:0718-0710,2728,21.532,2.744,21,14,35,466.882,21
698,GFP_D6_MET+CR_P5.tif:Background,89096,19.376,2.008,19,12,47,1206,19
699,GFP_D6_MET+NMN+CR_P1.tif:0375-0410,3829,23.203,2.784,22,15,36,597.312,23
700,GFP_D6_MET+NMN+CR_P1.tif:0194-0714,4430,23.623,2.577,24,14,32,620.94,24
701,GFP_D6_MET+NMN+CR_P1.tif:Background,77760,20.282,2.051,20,12,73,1284,20
702,GFP_D6_MET+NMN+CR_P1.tif:0787-0827,3609,22.52,2.764,22,13,35,564.137,22
703,GFP_D6_MET+NMN+CR_P1.tif:Background,19040,18.787,1.912,19,11,27,636,19
704,GFP_D6_MET+NMN+CR_P2.tif:0658-0298,4783,23.845,2.679,24,14,33,635.291,24
705,GFP_D6_MET+NMN+CR_P2.tif:0702-0976,4821,26.149,2.994,27,16,39,623.006,26
706,GFP_D6_MET+NMN+CR_P2.tif:0288-0494,3850,24.724,2.726,25,16,35,588.865,25
707,GFP_D6_MET+NMN+CR_P2.tif:0177-0546,4590,23.815,3.154,22,14,35,668.644,24
708,GFP_D6_MET+NMN+CR_P2.tif:Background,166632,21.84,2.298,22,13,50,1684,22
709,GFP_D6_MET+NMN+CR_P3.tif:0671-0484,5260,19.121,2.59,19,10,29,685.859,19
710,GFP_D6_MET+NMN+CR_P3.tif:0554-0665,4320,22.733,19.042,19,11,255,636.849,21
711,GFP_D6_MET+NMN+CR_P3.tif:Background,49046,16.384,1.821,16,10,28,906,16
712,GFP_D6_MET+NMN+CR_P4.tif:0558-0092,4721,20.168,2.63,20,12,29,631.177,20
713,GFP_D6_MET+NMN+CR_P4.tif:0369-0438,4372,21.769,2.815,21,12,79,613.337,22
714,GFP_D6_MET+NMN+CR_P4.tif:0689-1023,5357,20.675,2.614,21,13,31,629.24,21
715,GFP_D6_MET+NMN+CR_P4.tif:Background,165480,18.129,2.008,18,9,37,1996,18
716,GFP_D6_MET+NMN+CR_P5.tif:0212-0366,5171,17.357,3.684,20,7,28,678.151,17
717,GFP_D6_MET+NMN+CR_P5.tif:Background,24192,13.168,1.699,13,6,20,664,13
718,GFP_D6_MET+NMN+CR_P5.tif:0831-0996,3944,18.025,3.894,20,6,31,578.07,18
719,GFP_D6_MET+NMN+CR_P5.tif:Background,13254,11.581,1.638,12,6,23,470,12
720,GFP_D6_MET+NMN_P1.tif:0843-0339,5967,93.834,6.334,96,74,112,709.927,94
721,GFP_D6_MET+NMN_P1.tif:0314-1038,5152,94.034,6.214,94,70,114,656.84,94
722,GFP_D6_MET+NMN_P1.tif:Background,639350,84.738,5.878,86,58,139,3246,85
723,GFP_D6_MET+NMN_P2.tif:0675-0410,5932,89.897,5.308,90,72,107,764.241,90
724,GFP_D6_MET+NMN_P2.tif:0341-0791,4348,94.669,5.572,96,74,113,628.446,95
725,GFP_D6_MET+NMN_P2.tif:Background,168730,82.55,4.31,83,65,136,1658,82
726,GFP_D6_MET+NMN_P3.tif:0760-0565,5127,90.962,5.572,90,72,111,655.484,91
727,GFP_D6_MET+NMN_P3.tif:0415-0810,5801,96.234,5.376,97,76,126,684.292,96
728,GFP_D6_MET+NMN_P3.tif:Background,94710,85.657,4.043,86,56,102,1262,86
729,GFP_D6_MET+NMN_P4.tif:0838-0540,5046,91.777,5.299,92,73,110,653.149,92
730,GFP_D6_MET+NMN_P4.tif:0389-0771,5306,95.078,6.229,98,74,113,648.954,96
731,GFP_D6_MET+NMN_P4.tif:Background,108108,84.413,4.098,84,66,102,1398,84
732,GFP_D6_MET+NMN_P5.tif:0328-0306,5094,64.405,4.12,65,51,78,688.866,65
733,GFP_D6_MET+NMN_P5.tif:Background,20736,58.506,3.693,59,45,125,720,59
734,GFP_D6_MET+NMN_P5.tif:0738-0806,4981,60.506,4.525,59,42,76,667.172,61
735,GFP_D6_MET+NMN_P5.tif:Background,34187,55.306,3.122,55,44,68,1630.5,55
736,GFP_D6_MET_P1.tif:0497-0653,4324,41.908,3.363,41,29,53,591.858,42
737,GFP_D6_MET_P1.tif:0800-0600,4190,41.203,3.59,41,30,58,568.615,41
738,GFP_D6_MET_P1.tif:0774-0629,4697,41.229,3.338,42,28,56,636.662,41
739,GFP_D6_MET_P1.tif:0824-1024,4857,41.646,3.98,41,28,137,612.939,42
740,GFP_D6_MET_P1.tif:Background,119040,37.993,2.729,38,27,54,1442,38
741,GFP_D6_MET_P2.tif:0517-0243,4384,37.251,3.183,37,27,49,618.975,37
742,GFP_D6_MET_P2.tif:0903-1013,6692,39.198,3.791,38,27,52,772.105,39
743,GFP_D6_MET_P2.tif:0203-0955,5525,39.242,3.502,39,27,78,687.255,39
744,GFP_D6_MET_P2.tif:Background,506844,35.805,2.612,36,23,103,2848,36
745,GFP_D6_MET_P3.tif:0186-0173,4517,42.231,3.949,41,30,56,674.312,42
746,GFP_D6_MET_P3.tif:0179-0624,5217,46.536,3.795,46,31,60,679.428,47
747,GFP_D6_MET_P3.tif:0414-0827,5409,47.433,4.049,46,33,100,665.515,47
748,GFP_D6_MET_P3.tif:Background,220590,40.08,3.401,40,26,102,2118,40
749,GFP_D6_MET_P4.tif:0283-0355,5752,40.711,3.58,41,29,53,701.762,41
750,GFP_D6_MET_P4.tif:0169-0839,5536,43.628,3.909,44,30,57,646.285,44
751,GFP_D6_MET_P4.tif:0675-1012,5169,43.41,4.119,44,29,58,667.336,43
752,GFP_D6_MET_P4.tif:0839-0358,6009,40.952,4.298,41,27,55,816.827,41
753,GFP_D6_MET_P4.tif:Background,239904,37.185,2.804,37,25,85,2100,37
754,GFP_D6_MET_P5.tif:0712-0376,5581,42.472,3.225,42,33,52,690.518,42
755,GFP_D6_MET_P5.tif:0143-0727,5460,42.583,3.175,42,31,53,684.803,43
756,GFP_D6_MET_P5.tif:0304-0850,6253,43.142,3.229,44,31,55,757.083,43
757,GFP_D6_MET_P5.tif:Background,206118,40.322,2.822,40,27,105,1982,40
758,GFP_D6_NMN+CR_P1.tif:0210-0382,4561,20.709,2.482,21,12,30,643.468,21
759,GFP_D6_NMN+CR_P1.tif:0580-0544,4485,21.33,2.653,21,12,32,659.01,21
760,GFP_D6_NMN+CR_P1.tif:0768-0948,5151,21.259,2.879,22,12,32,685.039,21
761,GFP_D6_NMN+CR_P1.tif:Background,207010,17.763,1.937,18,9,48,2138,18
762,GFP_D6_NMN+CR_P2.tif:0491-0603,3655,19.726,2.608,19,12,31,562.693,20
763,GFP_D6_NMN+CR_P2.tif:0369-0811,4206,19.414,2.409,19,11,29,605.358,19
764,GFP_D6_NMN+CR_P2.tif:Background,53037,16.228,1.823,16,8,24,924,16
765,GFP_D6_NMN+CR_P3.tif:0929-0460,4043,20.154,2.51,21,13,30,575.218,20
766,GFP_D6_NMN+CR_P3.tif:0552-0601,4479,21.319,2.79,20,12,33,623.852,21
767,GFP_D6_NMN+CR_P3.tif:Background,61152,17.398,1.889,17,10,25,1004,17
768,GFP_D6_NMN+CR_P4.tif:0354-0613,3976,20.632,2.599,21,11,31,606.072,21
769,GFP_D6_NMN+CR_P4.tif:0185-0582,4173,20.699,2.91,20,12,31,621.42,21
770,GFP_D6_NMN+CR_P4.tif:0852-0813,4388,19.715,2.525,20,11,29,635.329,20
771,GFP_D6_NMN+CR_P4.tif:Background,90706,16.731,2.022,17,9,26,1270,17
772,GFP_D6_NMN+CR_P4.tif:0802-0378,4410,18.513,2.532,18,9,28,647.938,18
773,GFP_D6_NMN+CR_P4.tif:Background,15200,14.942,1.76,15,8,22,510,15
774,GFP_D6_NMN+CR_P5.tif:0595-0479,3856,18.829,2.593,19,11,30,535.642,19
775,GFP_D6_NMN+CR_P5.tif:0245-0890,4341,19.318,2.69,20,11,30,599.316,19
776,GFP_D6_NMN+CR_P5.tif:Background,160356,16.334,1.972,16,7,47,1714,16
777,GFP_D6_NMN_P1.tif:0649-0476,5614,87.292,4.541,87,70,103,708.467,87
778,GFP_D6_NMN_P1.tif:0334-1054,5223,82.459,5.955,81,65,101,622.995,82
779,GFP_D6_NMN_P1.tif:Background,226791,78.974,4.345,79,60,134,2016,79
780,GFP_D6_NMN_P2.tif:0692-0460,3957,6.569,1.495,7,1,12,522.4,7
781,GFP_D6_NMN_P2.tif:Background,11550,5.693,1.392,6,1,11,470,6
782,GFP_D6_NMN_P2.tif:0435-0584,2043,8.413,1.566,8,4,13,258.448,8
783,GFP_D6_NMN_P2.tif:Background,3696,7.105,1.496,7,1,13,250,7
784,GFP_D6_NMN_P2.tif:0381-0533,637,6.166,1.473,7,1,11,126.998,6
785,GFP_D6_NMN_P2.tif:0458-0691,1694,6.822,1.518,7,1,12,267.226,7
786,GFP_D6_NMN_P2.tif:Background,7920,6.091,1.422,6,0,13,384,6
787,GFP_D6_NMN_P3.tif:0138-0085,5703,77.191,5.42,80,60,98,703.84,77
788,GFP_D6_NMN_P3.tif:0226-0424,5647,83.849,5.841,84,64,103,712.875,84
789,GFP_D6_NMN_P3.tif:0399-0569,4518,85.587,4.736,85,69,100,615.204,86
790,GFP_D6_NMN_P3.tif:Background,106091,74.71,4.302,74,57,94,1320,75
791,GFP_D6_NMN_P4.tif:0292-0372,6017,86.458,5.473,88,66,150,709.549,87
792,GFP_D6_NMN_P4.tif:0417-0913,5060,92.187,6.015,94,73,113,641.003,92
793,GFP_D6_NMN_P4.tif:Background,147510,83.409,4.337,84,64,104,1886,83
794,GFP_D6_NMN_P5.tif:0683-0261,4412,7.132,1.482,7,1,12,668.834,7
795,GFP_D6_NMN_P5.tif:Background,13224,6.267,1.393,6,0,12,500,6
796,GFP_D6_NMN_P5.tif:0145-1073,4310,8.343,1.568,8,2,13,614.693,8
797,GFP_D6_NMN_P5.tif:Background,31360,7.505,1.46,7,2,19,784,7
